review,votes_helpful,votes_unhelpful,date_day_of_week,date_month,date_year,recommend
Hosa patch cables are the best for the buck. Great sound and flexible. I'm a firm Hosa cable fan. Love these little guys.,0,0,Monday,April,2014,1
These have a lower profile and can fit and bend into the places the ones with thick metal ends can't.,0,0,Tuesday,June,2014,1
"I bought 6 of these XLR to 1/4&#34; adapters hoping to connect my microphones to an old funky mixer I owned with 1/4&#34; inputs.  It didn't end up working because I discovered I needed to convert the microphone level to line level (which these don't do), however they do convert XLR to 1/4&#34; balanced quite well.  Just not what I needed in my particular situation.",0,0,Tuesday,February,2014,1
"I use this adapter on the interface/mix board end of 1 channel of my XLR cable snake, to change 1 channel into my monitor return. I plug an XLR to Female 1/4"" stereo adapter to the other end to create a headphone jack at the musician end of my setup. Now I can record with 6 channels, and monitor with 2. (It's an 8 channel XLR snake). Why do I go through all that you ask? because I have an 8 channel XLR snake, and instead of buying another snake, why not ADAPT the snake I have? hence the word adapter... :-P I love it. It's a great tool to add versatility to your setup, no matter what you're doing. Definately recommend this product to anyone that would happen to need to change an XLR to balanced 1/4"" stereo... It's high quality, and very solid, I definately expect this to last me a long time.",4,4,Wednesday,January,2012,1
"I purchased this to work with my ION system and my shure mic. Arrived as expected, very solid great fit. It works!!!!",0,0,Wednesday,July,2013,1
This has come in handy many times in my studio Z108.net. We love having it around. Good quality affordable price.,0,0,Friday,February,2014,1
"As the title says, it works.  The only reason I took off a star is sometimes it gets a little stuck and I have to use some force to get it off the XLR.  But, no issues besides that.",0,0,Wednesday,March,2013,1
"This converts an xlr signal (for me, a Shure SM57 mic) into a 1/4 male (I run it into a guitar pedalboard and then an amp).  Have no issues with performance but the converter is a little bulky especially once you clip a mic onto that.  Could be tight fitting into certain places on a pedalboard but works great overall.",0,0,Tuesday,March,2013,1
I got 3 of these to plug XLR cables into the 1/4&#34; jacks on my board. I got it because my board only has 6 channels with XLR inputs. None of them work. Perhaps I got the wrong thing?,0,2,Monday,December,2013,0
Its affordable and it works.  Its a nice little adapter for your low impedance cable to your high impedance input.,0,0,Wednesday,April,2014,1
"For the price, can't beat it.  Works as well as any $15 - $20 one I would have bought at local guitar stores.",0,0,Sunday,November,2013,1
Just a basic female XLR to 1/4 inch male adapter. I use these so I can plug my regular mic cables into my keyboard/practice all in one PA.,0,0,Tuesday,October,2013,1
"I bought this XLR splitter to split the lead vocal from FOH to my monitor rack.  Used this way it worked great and I never had any problems with signal loss or power issues.  I began using a transformer isolated XLR splitter after we started playing bigger venues and no longer use this splitter.  My only issue with the Hosa Y splitter is that the cable length from the female connector to the male connectors is very short, so short that it would cause the microphone cables to stick out from the mic stand when I plugged it into our lead singer's microphone.  It would be great on a guitar mic or something that's close to the ground, or horizontally placed, but it looks a little funny coming off of a vertical microphone stand.",0,0,Tuesday,February,2014,1
As expected from Hosa another great product.  Solid construction and great sound reproduced.  i would recomed this product to everyone.,1,1,Saturday,December,2012,1
"I use this to run a single, mono XLR shotgun mic line to two audio channels on my Tascam DR-40, which saves me a step in post-production.  The quality is fine and it does what it's supposed to do.  Good price for a good product.",0,0,Tuesday,May,2013,1
"If I didn't think that purchasing these items from Amazon I wouldn't do it, plus and more important I have worked as a Purchasing Coordinator for over 25 years now I know how to save money and if purchasing that are great and believe me or not I can find even cables that I can't find in RadioShack, Best Buys no where else, I have done a lot of Purchasing not just for myself, but for business. These Ladies and Gentlemen know what they are doing and they know how to take care of business in the right way, I would like to apply for a position with them.Regards,ffsalsa",0,0,Saturday,June,2013,1
"This is a solid product. I ended up not needing it so... I returned it. However, it worked fine and gets the job done.",0,0,Monday,March,2013,1
"This Dual splitter works perfect. I own a live event video company and I shoot a lot of weddings. The most important part of video is the audio. you can make anything look good as long as you can get a good clean audio signal. I always say, half of video is audio. For years I used to run a line directly out of the DJ's mixer to get my audio. The issue with doing it that way is during introdustions you will get the music the dj is playing and the words they are speaking. Often though, the signal is to hot, the music is crap, or the dj says something stupid. With just the DJ's voice I can edit the way I want and compress time. This product has improved my productions beyond it's price sold. I use them to run a separate clean audio line from a DJ's wireless systems to my own audio recorder. They work perfectly and haven't failed me once.",0,0,Tuesday,April,2014,1
"This was recommended to me by the top engineer at Genz-Benz bass amplification company.  Andy said that this product is far superior to any other.  He was right.  Fixed the scratchy potentiometer on my Shuttle 6.0 amp.  Also fixed the effects loop jacks, which had become oxidized and were causing my amp to intermittently lose 90% of its power on gigs.  Not good!  After several gigs worth of testing, both problems are resolved!  Andy said that this product actually works better over time once it has been applied since it has a lubricating, cleaning and coating effect on the components.  Wow!  And no, Andy does not own stock in, have affiliation with, or represent in any way the manufacturers of De-Oxit.  Nor do I.",2,2,Friday,November,2013,1
